7879	956f	3b91	be21
81d0	5084	f749	610e
b90d	3714	e44d	6b9b
2871	1e79	9fdf	8580
9191	c7c6	e1dc	533c
29ca	6c78	5714	cf70
a670	64a4	8790	8cc9
fb37	9232	c1b9	5430
deb9	0cc9	d8a1	24b7
a2bb	f663	71ce	cde9
a639	4c15	bd72	faa1
28f9	8dc5	d6da	e027
cae0	e5ce	b033	ac25
67c8	b116	c1c0	44c7
f0cb	2335	4824	38fd
bac1	833e	0df0	b653
649d	4bb4	eb4a	9487
28fc	fcdf	49a9	6d6c
3b3f	ac64	9b5c	c686
96d2	d280	cbf7	5fac
4f14	44fd	b5e9	0dee
1272	fd80	eecd	5108
e88a	0e6b	a476	aa7c
40a3	e4b2	6a6e	8cb3
6431	c3c4	61fb	97d7
3d3e	448d	6e3e	840e
4ded	6b9b	ed8e	a97f
0f46	9918	9587	29ff
6e17	c794	d8fb	3574
11f8	07f7	472e	b156
285d	66f2	1351	6ad3
3b77	34cb	3bf1	b387
bb0b	6d9d	195b	b4c5
3b12	5d82	36a7	1ea6
c064	9280	57f0	e6b2
bfeb	ec31	8e0c	6416
b78a	85a0	0d8f	db93
d09b	0afc	7349	2fb9
08d1	1e2d	90e6	dde6
dee9	78de	4d0c	07c1
88b2	c0f1	34a2	1ccd
8f64	5d2d	8acb	7913
fda9	2515	ad89	93ce
724a	02cd	b814	a253
c6e7	2861	8020	9079
3d21	0b81	a4aa	14a4
3585	23aa	e037	ca26
336d	93d7	62df	3cc3
3059	6274	ea4c	8594
52d7	cf7e	865e	f7dd
1a51	4402	6c3c	23c7
4a2d	bb12	1abd	d89e
379e	8179	0ae4	1080
abbe	b0e1	b4ee	8db0
b83b	d92d	268b	7ba6
6693	9cf0	2d03	d71a
cd37	ed16	872d	a62f
5146	cf17	6d39	2a10
16b6	b8f6	1900	1048
343e	b959	fd77	6feb
008e	84e0	138f	ddfc
99e2	c635	b413	4438
66a3	8bf8	8076	0482
290b	3d66	2ab8	58f9
f02b	5365	92c6	3ba6
b56e	5965	239d	3ef1
84d9	9e56	4dbe	b9a4
3bf3	677c	d472	1310
522c	ae23	d261	74ca
f64e	c7e0	b8c0	d2f7
cf56	bd17	2886	8d81
3f62	8b05	04a2	3f96
3ef5	ce34	b077	3f71
92b6	d7d0	aa87	f0cf
ee83	5914	a924	c842
b114	ef0f	e856	22bc
ce20	7008	65c8	2207
833f	3d4f	ee1e	9f5f
4a79	c4a2	dc3f	55c6
2b10	02d4	fd37	8b14
e213	299d	ba64	fbb0
7aae	f327	315a	c887
2538	223b	0691	4bd2
bc40	3c6e	1820	293c
738a	b8f6	59d9	590c
8a28	5ad0	672a	be07
f077	5034	6327	974c
ca76	c8bf	4c47	dcd3
acc8	055a	b0a9	119e
be6e	648c	c320	12c5
c5d8	1baf	cf33	9889
3dd3	ba5e	2065	f1d2
773c	2eea	5091	0605
9924	497c	e8a3	6622
8f40	393f	55f1	5624
15d5	63f5	fa5e	50d6
d16f	9dfb	d248	438a
821c	7a6b	1c8b	5c9c
d3b7	f354	7fbb	53a2
60d4	4b78	9ab0	2a5f
0a14	a5c2	477c	ff66
425e	a709	58e3	d36b
93f9	d47e	046a	2acf
86db	23f2	4b1c	1c62
1cd4	177c	a553	6c63
6b60	33ef	2b77	4c78
0f39	1f9c	1282	a4aa
e08b	955f	1a4f	6f44
cbe3	5c22	5b0b	852d
32b5	60b0	974f	c062
ddce	5ef9	4c9e	2663
2118	a340	1d4e	aef1
5695	c93b	f142	d532
a543	c41e	028d	aac4
f2d1	fc13	bbb7	0d08
564e	97ac	0b96	424d
3c4e	a7d0	e659	7df5
55bf	f00d	ba03	4bf6
f95d	0961	edd3	2367
0275	8fd1	b55c	78ec
0955	4f8b	7675	e8be
4842	0f43	fc53	c450
df9a	f9b4	91fe	1407
68ab	e886	4c6d	ffb1
8e69	5a41	6f66	cb70
ace8	9a87	d797	2e4c
1571	c90c	53f9	1c77
4b53	a66c	c3f4	dabe
dd49	eca9	9289	2806
7ae2	8f14	a3c6	7f80
ee0b	5e9a	038a	a0e5
861e	18d1	5c38	11c4
9d67	6af8	d455	c67a
6916	4018	dd5d	5620
bb7b	f8e1	46e0	aa77
e1a9	40a6	5722	8cf5
ada3	4e5c	b5b4	100e
2c93	53c5	c285	fea2
72f9	eee9	7447	b86e
41d5	5269	d101	d056
813b	879f	83aa	bf5a
16bf	36c9	0423	8158
01a4	9633	1086	4162
411a	7b29	8f4a	6349
da43	7224	6d28	f77c
c5a6	0a00	9045	1102
aac0	bfe3	0a56	e8f1
077e	f225	7047	04d7
3acc	10cd	e9e6	7554
a53e	6ccb	9ca5	aaf7
21d2	b087	1fcf	cda4
a187	92b1	520c	cafb
06db	38f5	0026	3446
34b8	4a26	285c	e1a6
38f9	bc68	ddf0	e85c
dc54	c7c0	cdde	34a6
ef99	e00a	31c8	a1ac
4801	13d2	2230	225f
b2f0	60d0	6904	6d14
f939	6df0	bd6c	f56f
6e38	2906	b19f	41f2
bf13	0129	7dec	1bf9
63a1	4d87	7acf	df10
edef	1b22	b67a	37c6
98c9	583b	3965	6c8d
8588	c53b	1ddb	c65a
4b63	a017	8eda	00a3
58c3	43ff	466e	ceca
ca63	14bd	8439	c5b8
d335	9c4f	7aff	b36d
6bd0	bf22	56a6	383e
3b75	d263	cba3	b5ef
e76e	c838	acdb	ddce
e8e7	9665	fcd6	acf1
e35c	aa99	b514	595a
db14	15b1	a5d8	4b51
7b84	2d9e	3f90	c567
0979	fe64	5fe4	a835
a31d	3cb2	790b	a862
45c9	7fe0	243c	871b
90ed	e26e	9cca	b42c
7e7d	469d	d969	df0a
23b2	5387	97be	8e50
7cf8	8f0a	1536	8d55
93ea	88d2	fd56	83ce
e151	5c1a	19eb	e0a2
e13a	908e	0888	0e6a
009e	9e25	bce0	741e
8b69	9b33	18fa	9682
9170	3a6c	71aa	6075
9af4	65d7	770d	3930
7031	78ed	de31	71e4
17ed	9db6	43ff	2f89
f6db	cb92	3f74	c6bc
f5fd	04ae	a13b	86ce
465c	4712	bbb6	89d3
3066	d7c8	3f39	ed61
274d	aac6	9677	495a
54b1	5a6f	2276	1e77
fda2	6d62	2d5f	77ea
d102	bcf2	fd3e	644d
a8a3	8246	eafc	1438
7457	24e6	31aa	06ad
1aae	4fc4	ac6f	7fb9
d0e7	83e8	fba4	ef87
d91f	9da7	96d3	5c3e
18be	1dc2	729c	bed6
2b6e	62e7	c77a	b0ff
2401	8c7c	7de1	bd8a
2faf	a51a	616f	88ad
e06a	a448	512c	7092
e106	a8e2	08ac	09e8
a36f	3594	be07	b4b7
b1eb	d0e9	2100	1eca
cfad	c175	8ee0	22eb
6831	8478	ed8d	0929
c3de	97f9	e34c	cdc9
16aa	ec30	4fe1	8a34
09a5	24df	44a5	6a15
182c	c53e	5e68	9b00
3235	f434	4487	5ce8
6b4f	b692	8e59	4cdd
eef3	2bab	3c40	0baa
53c5	8715	bfc5	2191
97c5	bc7d	1be3	6d7b
6f97	749f	4094	0ad2
022c	6cbf	804c	e891
4bec	2276	bf5d	0143
864b	f35a	0dbc	e8ca
6960	3772	938c	6944
281f	094c	7b52	0c8f
3a94	533a	709e	175d
dcb4	66b4	d9f7	39b8
8524	7596	197a	7576
b06b	75af	c59a	ad5b
bdd2	a5e5	7040	ca7f
7bf3	be41	d9da	ab54
e021	f6fa	8c18	9579
5b6e	6218	e91b	7dbd
65ea	08cc	ce1a	eec5
359c	7e7e	3a1c	ceaa
e00b	0d71	a9ad	deac
031e	e657	cc20	503b
a120	063e	53a4	b7c4
15a4	e354	2dfe	0399
d85c	b0ce	1763	0bd0
cae2	2571	8b4b	328e
a66f	1abe	d4ed	a733
2f06	8c69	353f	8f71
091f	b2cd	c694	0e77
a2c1	05c2	fe6d	beda
83e1	b1a1	44ac	ce06
d96c	a07c	9797	1adb
c834	db1b	8c61	6437
f24e	7269	3bce	c213
ed77	06c3	b4dc	e957
5a35	4920	7678	36ae
f40e	780e	3a12	a16b
3fce	3d74	4d88	bc94
4e1d	6e92	ccc3	a7ca
ec9d	3079	f1e2	473d
4999	03ce	3d38	9aba
b50a	7651	e3c5	4371
0e69	ad01	0caf	bc38
51af	09bc	daa4	479f
aeb6	0539	8366	5a91
ae8a	5069	9b55	360e
37a1	b28e	53ac	76bf
c57c	f9d4	862a	523a
fcae	98b6	ebf7	22fc
fd2f	9bfc	c62a	81be
bdb3	01fe	e1b0	614f
9171	4183	fa0d	29e1
d368	1fd2	fad3	ec25
66ed	a4c6	0fbc	6335
58a4	6a83	470c	aaf0
892d	3d14	8389	4b8c
8892	8594	6efd	8482
7343	eb65	706f	a6d0
aa65	868d	8d96	2984
553a	9b1d	1b5f	0a8a
11af	ab0d	6be0	b2bd
9aa2	b1d1	e3c2	fd42
3688	e6a5	47aa	b30f
606d	bb49	aa03	1035
56e3	5799	aa6c	c1c7
7045	b639	9523	9d09
b594	0aa0	5bb1	168f
23eb	d8d7	8955	af54
4b00	9d46	f27e	9359
2311	ee56	747d	df80
d4df	8869	fd06	6714
6c61	84ae	ae0e	db3b
c541	81e6	83ce	b977
86cc	d04c	8964	9823
2a59	de18	e8ed	33e9
b346	48ae	6e14	7dc0
8a26	85c4	69bc	9e4a
90bc	fa10	a824	65de
c906	8d75	8209	1acb
9a86	48ea	36cf	005c
aef9	6074	b170	d271
c223	1dd6	4e49	e2aa
e316	707a	4760	88fb
c9e4	3678	ec31	2a26
5fdf	9542	38b9	ac6a
26e1	5fe8	731c	e99e
507e	4210	476e	7e67
99fa	a4a5	962d	cb6a
9f49	b855	2878	849a
6ad5	985f	0406	b88b
477d	f8f7	dd14	8a6c
2c08	f626	c0bf	f4c6
3d79	7236	8973	46c2
87cd	0be0	95eb	e0ec
4726	95e8	54a4	0d46
630f	cc6c	d967	8165
d065	c123	e182	9cdb
1ea4	476c	b0e2	12c4
3db7	f830	e045	5904
2311	6ede	b79c	819d
3223	9631	cea6	9015
9cf6	f098	7fb2	57d9
9d89	dd7f	9a57	ae20
7413	4df3	3653	bb09
7503	e0e9	cdfa	b23c
72b6	7294	b079	aea1
d3b9	a6ab	9a70	0ce4
d70a	9f01	6040	be92
dc86	038c	58ba	0588
c588	92da	01a1	6a12
4f1a	9125	d95c	9a73
8a5a	aeae	af99	d3d0
b4de	06c6	3c0d	2ad2
aa3e	57ce	dbc4	1374
d7e6	f635	21fd	0482
3cf6	6b0c	8667	9a26
4fc5	fb8e	4191	2fc4
f099	e062	e8f9	8fe5
11e4	bc83	af6e	9472
c04b	a5a9	888e	6448
e198	dd4d	d685	3966
945d	ffd1	c36c	9912
69db	5023	49f6	8c1b
fba1	76dd	b61b	0b35
1da7	56c7	3084	7016
fd6a	7fb2	019a	9f8f
2f24	d34c	f624	9448
f327	b45b	e8b9	765a
8b82	a841	af19	40f1
eb2c	fe54	c357	80fc
54e6	af4a	8f30	bed0
3f42	fed8	649f	deaa
8954	f2b0	0680	28fc
a5c0	5f66	57e8	a87f
9b8f	e09c	0a26	9aac
04b8	3ef7	f3f6	bb43
390e	ff91	9fdc	d158
df70	d3c1	de4b	07d5
0a2c	6a9f	7344	f44b
01c9	6ec0	2206	34db
a5a9	33a4	006b	09aa
4ec3	d21b	1e92	e4a9
426a	5419	1a4b	58aa
be89	9899	d8da	32b6
4430	2a6a	09cc	dcc5
1b77	30bd	dc04	eb7f
afc4	dd25	9067	fa7a
a6b4	513d	46bf	bfd3
e04c	5a50	5270	d8b0
04a6	0ac5	71a9	ed76
6a37	eb7f	84f2	dd30
6860	b0ee	d3b2	22e5
6a28	2926	7f36	7e69
7f12	e510	4509	13ae
9dd6	9bae	573d	719e
b7e3	d61a	3ec0	93d8
b670	38fc	924a	95f3
b591	ab80	2234	6ad8
4955	5382	8020	6f65
eff0	8849	0ee4	c64f
98b6	3eca	54bb	d070
b22a	4c32	b1e0	90a1
d02c	7c4a	9c27	5ea8
37c0	fb7c	0f3f	19f0
9879	321d	b0cd	b810
f8f7	2c5f	f9d4	dfdb
4e73	1952	18c1	f536
1704	f2ba	cd67	a230
246e	5e2f	58c1	19ad
9aab	e798	6da4	3152
def4	1584	5d98	4c2f
0b7e	6ee7	b898	4d48
bf0a	e0a1	f7de	28ef
44f2	8083	f0f3	59c9
c0cd	f75d	e8ef	2701
4974	f5b6	dfe0	68d1
7999	2b6b	6bc7	9df8
f97a	6bb6	424f	a111
8b3f	5926	2c35	bdbc
14d1	536a	1789	1ced
5b27	c798	1cce	9361
50d9	8f90	1a24	1cee
aff0	69be	3556	b7a1
a42d	70d2	b1d1	6353
f816	e513	af18	d579
0e4e	1d48	e2c9	7bef
e182	c3ec	68a8	139c
61a0	1ee7	3dba	a9b1
e4fb	f259	0de0	73c1
2641	97d9	4533	4338
7ca6	ffd6	14f1	993d
141a	f244	f6b6	87da
55e6	a827	0ad2	b9ea
2a17	c8ac	eb3a	6474
7d97	f833	f0ff	057f
3cd2	97f7	2196	3803
d0f4	7c99	e5f8	0dfc
5b77	3fea	6778	b040
7176	406a	f733	93d4
58ad	5d5f	d1b7	71e2
ec24	e48a	abec	7579
56c5	5443	639e	3411
234d	acd7	c64b	d172
d7b1	9811	0285	5a75
a9de	98b1	7f3d	7598
ed64	d87c	c90e	ad24
064b	5d93	12cf	b9ba
dcea	c2ed	1491	094a
49ab	7526	a900	9aa0
d640	4a2f	f4b9	75df
10f4	e684	152f	2447
3381	f523	8579	91bf
fd82	b11c	dabb	a592
edd6	76b8	1fae	9774
3a0e	5762	42c9	0de3
2f82	d3d2	df26	2412
90e5	ed46	3476	99c6
af2c	6b94	1f71	ab64
e1ab	8063	cf7e	f4d0
db7a	80c9	ce1e	02b5
f6e3	0d73	97be	dcc0
bfdf	2fe0	65a4	6d1b
5ec0	7f69	d05c	8d22
0d98	d6f1	ef63	9887
aad6	0516	5332	78ee
3daa	f191	3953	cb9e
e136	3ea4	af50	8551
6665	cd5b	bd94	1c5a
8354	b005	71a0	6c72
af0e	23be	9585	6336
56a5	0e60	d8a7	a9cf
1071	84ee	f62e	4ba9
78f8	3fb8	5899	44f6
bd24	3390	103a	b009
e06c	509c	c3c1	3d99
21be	0e14	ff48	ae37
367f	440f	bc31	eb74
d3b2	ee87	14f9	c396
2cd1	e008	364d	0b4a
37cf	0d50	1d41	c739
6526	c124	d7b8	52d1
02e3	7f86	ff01	7aa8
e8ce	708d	fb52	690e
e64f	f329	bd8c	4a61
a032	ecc6	8203	cabb
0385	4bc7	039c	311c
0d9a	0abb	d02c	b5f7
2b8e	9d74	73f1	2306
2f5a	a1c0	a6dc	6a24
95c1	573e	8ea5	c9ca
ecc4	b10e	3563	14ea
4870	5339	80df	8619
ede7	eea0	60c3	d381
70ba	28e6	504d	a82c
6008	7089	4add	0f19
aabd	f8b7	6865	a862
cfa7	5dfe	5ddf	bbfc
3bf2	f300	1083	6205
0a71	a3a1	ee8a	ad94
f6ff	6782	5847	eccd
3b60	4ffb	e02b	2052
536d	2f01	4c2f	6070
4f53	65ca	de4d	4ca4
5885	65d8	a554	3dd5
a21b	3b81	b2af	10a5
1fea	ebc6	07e5	cbd4
e8bb	a601	276f	07f3
db27	336a	2813	d21a
206e	e0ea	b589	0cc6
707c	3eed	895c	f737
60e9	c23b	7649	4f60
ea73	4c9d	d362	8790
aa9a	a461	9607	ce94
8b5e	62ad	78a5	2488
05e0	1c6f	6708	15d6
5703	47c0	dbff	6a6e
447e	954c	a4dd	bcda
4819	3807	9e7a	d076
1d76	ed73	9d41	44bf
d286	83bb	c079	667b
79ee	0b13	44ea	af17
0eae	fd72	f811	8423
92c2	2e31	a942	e689
0348	5aa8	a0df	b8fa
55c1	e09f	1186	dae9
269e	5b61	a140	4599
1234	8999	0383	f992
4ffb	a89d	cef8	1133
4be9	fbc2	04e1	95dd
2978	aa57	5214	2474
8930	9efe	4b92	d840
3f58	b1f5	b3f9	bf2b
edab	554a	c9c5	76e4
10f0	707a	6529	4032
ab59	4d40	e8d9	d5ca
161d	c7af	a4e6	f4d8
f59b	faee	3a82	a5e1
c008	597e	1e20	3d6c
7b22	1e92	a609	d8bc
c05d	e0fb	ec0b	04da
1713	7668	0ad9	066d
95a3	ab9c	807a	e22e
a8ec	a78b	1b1c	6592
daca	e433	0a32	3c80
b918	bde7	3f3b	afe0
eff1	4f54	c791	ad75
a81c	c73e	9145	059b
b9c9	f64f	08b4	0b5b
1173	9131	ecb9	3b7a
a89f	81eb	521f	1fd5
7e28	f953	6df9	fc83
a872	7358	8b36	82d8
cd1e	cfc8	4fdd	bcf3
355c	d632	45e5	7a41
21b0	2b67	56b7	16e5
2f7a	6c71	39ee	af47
9244	bd61	0456	554c
115f	e39b	0c4f	766f
6935	5c20	f588	83b4
c625	4791	1d93	7795
965a	d474	2bbb	7e4e
2f9a	70ba	371c	ad99
5fbf	3858	ca6f	228a
2929	1b31	ccb2	5509
70bf	91d7	3cde	51cd
e69a	8851	5dd2	a32a
2b53	54a1	8912	1e7d
8938	038f	1356	98d0
1505	ea7c	e1be	a0d1
894b	1693	7b7a	7e98
13ca	1849	76d9	d757
e8f2	78db	214b	dd84
bbb0	e609	f7ff	1c59
631f	3b40	ea65	f033
4342	c9f3	545d	f4e0
582d	5d67	6923	42f3
1fbd	db40	a411	a8e1
7114	5c35	3d23	1b22
79a4	7abc	8b5a	2397
3ce7	220b	168d	2d02
60fb	f2bf	c9a5	cc8f
74d2	6922	dc78	74f0
d703	5e34	13e1	f6c9
6040	301d	0fb6	0748
0c21	606c	6075	4f81
f71a	4f98	3260	9c03
98c1	90f4	ceb1	adb1
6eca	0eed	45e4	4e8b
c7cc	9616	28ef	4be5
2b27	a31b	5e2c	66fa
08b8	26ca	6d0c	f671
f62c	eb13	0405	97d7
cee2	5039	ae65	b0d9
8362	5b96	2483	f5c1
fc3e	55f4	7b49	ce36
275c	7ee2	4c37	6b3f
393b	06a3	86d8	406c
6b89	edf5	336b	d42b
ca23	5a61	76ee	40e2
9a07	8ad6	43b0	71f9
c3d8	cf35	a58b	e478
1986	0ae0	2c77	3507
df60	9331	3ee8	38c1
a51e	3448	394d	3e3d
4bfb	f476	55e0	9db1
2a80	3796	3d34	68bd
537f	c248	5dc4	a0d3
80fb	0bb0	0d28	c380
ccaa	0830	d90b	9304
e471	52ba	77ef	5c6b
59fb	48a5	a556	e202
1807	f88a	e0ad	de70
6a40	b4a8	9423	feee
6700	cd67	74a5	942f
fc31	b521	20f4	6590
9059	7d2e	be7f	c7a7
2d26	9560	3136	269f
3ec0	1e2c	47a2	c937
9822	93cc	2ea3	4149
2643	1554	b2a2	17d9
eba4	7c2b	1816	ba27
c1a3	f7bb	9348	ff89
8f85	20c6	9d80	9a74
82ea	7729	3d29	b82c
23f3	337e	b3ef	4882
976c	ea83	1e70	7d53
0cd5	26b3	816d	9dc0
ffd6	4257	abdd	bcfa
db96	a61a	daf7	2ab0
2332	e957	3c4c	c099
a681	169b	f0aa	3f74
7fe2	94c8	7f71	096d
2f5b	67a8	d0c4	c7e8
5ce2	5318	8274	7944
d3a9	e317	40b9	67c3
707e	d602	64ad	9b36
c055	c24f	7327	75ef
08e5	ac61	158a	41fe
594d	f6e0	11cb	419d
c92c	09e2	158b	4109
0343	a314	327a	983a
b61f	df04	b0be	7891
5892	23aa	9c5f	8b22
4f87	c9b9	9ee0	06a5
00af	421e	8854	9fcb
3595	d63a	17c6	a042
4591	f5f0	fa29	33c0
d31c	923c	5d81	7a18
3f47	e3e6	6c7e	f186
2b8f	dc9e	e311	48a9
06ff	3260	4253	b279
a6ef	6c7d	23a0	834c
4c53	4392	866a	bb05
0957	83f5	3766	0c6f
eee7	372f	b566	2653
0faa	d558	415c	9152
7a16	84a0	49a3	e38e
6876	6877	851b	fab7
6021	d0fd	2425	0748
ba2c	3f7b	9eee	6be6
d790	1608	897b	9272
1f0b	39b5	06c0	6245
75ae	8ba8	c6f5	2d08
42af	e7cb	7bf6	f555
2c1f	8543	58fb	ceb5
7a39	e2b9	0ace	4197
591b	884b	87ff	c6ac
3d36	e3b7	9d7b	0b78
c8f3	f201	3d6c	e47a
8ad8	adea	bfe3	180c
b3c7	34ac	cd49	c96d
b8c5	9e08	183d	d6f7
3adf	8a99	c8c9	332f
c9bc	a6f0	c4d6	cd08
3d63	d47b	e052	7f42
1bd5	4593	51d9	e78d
aff8	3db4	be32	8595
b2b7	0e6d	d16d	537a
25cf	5dfe	ef97	9bba
9148	a7af	09fb	e67a
9f12	532a	9cef	5257
e047	2985	a7bf	5a04
d9b2	e03c	be4d	2d5b
5d24	8e7e	fbb1	1cd8
2a7b	cc50	04ea	b585
52ad	eb0d	ef13	6b17
feec	e4ca	e599	6755
5732	8dca	34ba	6b08
74cd	db64	b1e3	7a3d
e404	ada4	4f62	a0bd
7162	7663	c1b1	20a9
daaf	4808	06da	c1af
59e2	3a15	fddb	6f8a
2251	a67b	dcd2	63b4
f6c6	5a4d	a332	80c2
8699	9e92	6854	0b26
1086	4d34	84cd	c0ac
14ef	a1e8	573c	5e2f
74a9	c9e5	24a6	a03f
9575	fa34	281a	91f7
fe6d	6c5e	756c	c2ad
49e1	dc49	3094	b0ab
6662	a886	81f9	8a3e
aa1f	8116	14e4	a885
f432	4076	8feb	ac57
d5b9	9546	0198	590b
206f	be68	f0c0	1f1c
c85e	174e	8d95	3ad5
2f62	1943	5a04	1925
d054	7b6c	d09e	d4a4
2621	2223	bf34	27d6
9053	76ea	c269	2524
8e3b	90e4	6f38	d923
436d	b994	a98d	5a4a
8134	f454	1d0b	b52e
c2ef	3376	88a5	49be
e8ae	cef0	2ae0	7d36
fcd1	a9b5	ac34	98be
351f	ca48	9064	9777
5dda	0d82	c3eb	d5d2
2510	e544	7b11	ab82
1f40	6a40	4d20	c17a
affc	a616	fec5	99e6
003c	0fcb	ac86	7641
94e6	a3c5	a4ee	d99e
8f74	17c4	570e	f722
a476	b871	d318	34b8
f069	8224	ff66	d397
2d88	658e	0ae4	e8c9
2791	d498	025f	8f68
65f4	5408	4738	0853
4b59	c730	8dba	7239
79e2	1787	0443	fd19
e552	902a	69b2	62aa
49ed	5ef0	b95c	399f
8a17	2f5c	8da5	7050
f5fc	e75e	f149	dd4b
d0c5	7d1e	2345	6922
ddc5	b041	7211	7bc5
adef	69db	c7c5	f2a2
8d9d	d30e	45e9	ac68
6afe	56f9	9a10	f115
f6e9	4ba0	af8e	d23e
b0a6	f6ed	c6fa	3f54
37d0	cfdc	70f0	1e7a
b832	b688	12b1	a17a
11a6	f44c	bae4	ab8f
4cae	fbd7	82e3	ae75
67e2	a9a7	cecc	0a30
b7dd	2bce	33f4	7098
3a2e	2850	c14f	cedc
fc06	7695	ac49	f1bc
7ee4	ddfe	9619	7821
cb64	3798	6e28	5215
96f9	345b	4f81	70ee
f725	7d64	f173	313b
bac2	70c5	f65c	69d6
96ba	7bae	4b1d	39b6
26c1	8869	15b8	6527
cb78	3a5e	30fe	a32d
1917	fd7d	b919	01b0
35dd	135d	29af	04ac
a1e7	75e8	64ca	97c6
1d67	9155	43bd	c4f9
c79b	d9c0	54fe	bef9
3af2	cb8c	1d91	b1f2
e070	9569	a1e6	fade
ee5c	44bb	4f44	2a12
c98c	1284	bdfa	2d3a
abe5	9764	2909	9463
ed8c	dd3e	0810	44c5
1174	5faf	d03a	bf9d
7408	1054	8928	a10c
d397	21fc	148a	4431
f638	775d	7df5	24ad
ed01	9d67	16b9	4a44
51da	19ae	9235	ccba
6307	ca52	6e36	8d8d
5fa9	3901	8004	3751
f771	b7d9	e207	38a5
4d80	df2f	3d89	f172
e260	ae94	e4d7	6227
c3f7	b99c	29a7	22b5
f546	4f76	5f7e	837c
0b13	c622	2a3f	d0f6
e731	5f7a	ab06	d698
76ed	79af	4e79	9a79
b08d	2a34	cebd	07e9
51fa	24f5	df23	1c35
3000	b15c	1e7e	f3d0
a551	1736	631b	72c3
27ef	c491	f4a6	2f92
fd0e	45b4	8ec7	776a
7dc6	19e3	f1fb	1b13
ee2a	c409	81d4	da52
d9ed	be0c	9b0d	b9c4
6baf	326d	8181	87bc
ef86	133a	cd67	be13
37eb	6d18	e2b8	da69
165e	839e	6188	ef30
81bd	2f46	d38e	0548
5854	d2d4	34b6	1dd5
669e	6bc2	22b6	5724
7786	84d3	8b59	d7b0
da19	7631	a43c	3eb9
b494	8388	8cc7	9f5b
8e49	803e	a359	a897
4b0f	2555	d57e	73f6
3506	834c	54fb	2e3c
c912	e008	b18d	d00d
fd78	00ea	9dd4	dd94
c036	a647	ef18	13a4
0cd4	3590	7f65	fe59
7e10	2212	c632	7e02
b86c	ffe0	a3dd	c1a8
0419	be38	c107	5e33
22b9	c06a	5d3b	d94a
1186	9ea7	f8d1	b4ff
322f	9fe3	d70c	01bf
ec0f	2db7	e7ed	8731
eb11	7f96	fcb7	248c
081f	a19d	fd38	df04
61fb	a770	594b	2807
2eb0	a693	45dd	f725
cd54	f225	8e86	6dc1
8c19	6500	54fe	6028
6810	7b06	80f0	913d
8a08	908b	391e	89b0
c0ee	59d7	a645	9e1d
c431	85cb	87f1	3f71
5301	bb1a	d04d	443a
97b9	ec39	9d78	8df8
ba75	9ac3	6c48	a7f9
bdae	2ddc	7d66	d61a
c9fe	6b09	f78d	21be
493f	9cdb	302b	7520
1f65	a504	baac	5ede
89d2	cce9	e498	4147
9265	6d47	db69	5ba0
cdb1	0cf9	99ea	b198
4cb2	8a79	c3b0	a778
1ace	22ca	b361	8242
c413	7830	e769	8fb2
c22c	4197	c2ea	fb74
6329	419e	b3b9	d486
bf2c	d65f	dd79	18c1
1ead	26db	dae0	48d4
68ce	a09b	1ec5	fedf
4bb9	d557	a7b8	5dd7
a082	c6ec	e4bc	b60c
7bbc	865c	092f	9a00
60d6	b4da	1e80	7463
1d79	c3b0	83ee	bb00
ec27	ef6c	4c2d	e0e5
79c9	8491	a0f2	8b61
30be	9f5b	7f24	d129
1212	67c3	dfbd	17d8
f58f	7aab	ab2d	9961
f137	bbd0	f96d	4a7f
dfea	9c02	b69e	dd8e
f7de	fd19	e43f	c876
dee3	b6d7	a80c	cb12
e2a8	390d	541b	5db0
2440	6334	ae08	c13f
3248	17ab	ac80	1975
73f9	578d	87b3	dbb1
7308	6aa2	5a60	e5d8
410c	061d	47a6	e49b
79fc	c569	57b4	e75a
bbd5	742b	7466	cffa
d80d	7247	0aa5	3d72
57f9	ec4b	e515	0658
ff37	3b9c	1e96	9d52
ef00	7785	a0e3	ba0c
17f7	e602	00c1	aa59
256f	a879	4b89	6cca
a41a	a78d	b7b6	e213
5090	7de3	ac5d	bfbd
912a	fd4d	0158	d24c
742d	54ce	139e	fc6c
918b	b4bb	4afc	9133
c4c3	acd4	c4de	82bf
473b	6818	e6b8	4add
60ba	047e	48fc	a2f2
df51	36fd	8ee3	9775
9b2c	c03b	dcbc	80f1
40b2	601b	3813	ef1a
d8bb	7beb	0825	5a39
3f30	7a30	79a1	a5d9
080f	9f4b	afff	f91a
64b3	f7d1	c6df	8d01
1025	899a	d06e	a263
904d	48fa	013b	c28d
0952	6ae3	b51b	a694
c4b1	722f	3bfc	3419
b4fa	75d1	3fac	8e31
ef0a	a9b4	854c	c1ea
2127	3cba	8324	8c17
c272	c50f	e1ef	cb09
ac33	8fd7	d6fa	25e3
f271	c943	b48f	4752
b0a2	cfb4	13db	45bc
6d37	2f6e	d25d	5513
fc7d	f6ca	314d	3160
b22b	dede	9b25	fde1
bd84	8b0b	f8b0	2b0d
dba5	800d	44cf	aff9
15b4	6eed	1d8a	94c8
7f66	8a3c	aa42	b88a
6459	0cdf	285e	5885
c7f1	6419	491b	3e7a
bbc4	360c	717e	d281
911b	13d3	d4a9	7a49
1c12	d028	2313	bca4
478f	0706	0b31	e860
b957	4fc9	295b	4a66
9dba	97b9	a17b	4fda
af1a	9985	0f71	6678
